player_id,player_name,season_name,league_id,league_name,team_id,team_name,position,position_group,goals,xg,xgot,minutes_played,dribbles_succeeded,dribbles_success_rate,dispossessed,fouls_won,penalties_awarded,duels_won,duels_won_percentage,aerial_duels_won,aerial_duels_won_percentage,in_box_goals,in_box_xg,in_box_xgot,in_box_shots,out_box_goals,out_box_xg,out_box_xgot,out_box_shots
521148,Jacob Murphy,2025/2026,47,Premier League,10261,,Right Winger,,3.0,3.15,1.7,1618.0,20.0,50.0,19.0,13.0,0.0,56.0,40.3,7.0,36.8,2.0,2.39064132841304,1.5893538370728482,21.0,1.0,0.769163958728313,0.34568065032362905,21.0
806552,Cody Gakpo,2025/2026,47,Premier League,8650,,Left Winger,,7.0,8.46,5.57,2747.0,34.0,49.3,28.0,44.0,1.0,162.0,48.5,56.0,50.9,7.0,7.653329545632004,5.252675157040358,59.0,0.0,0.9345820080488924,0.3184675201773646,28.0
318615,Leandro Trossard,2025/2026,47,Premier League,9825,,Left Winger,,6.0,5.47,5.16,2006.0,25.0,44.6,39.0,39.0,0.0,96.0,45.9,6.0,31.6,4.0,4.864222221076488,4.1928140074014655,39.0,2.0,0.6264259200543165,0.972315028309822,14.0
868344,Tijjani Reijnders,2025/2026,47,Premier League,8456,,Attacking Midfielder,M,5.0,4.45,4.36,1636.0,20.0,43.5,16.0,15.0,0.0,48.0,40.3,3.0,37.5,5.0,4.000003917142749,3.8834288641810417,29.0,0.0,0.6585046909749505,0.2510610083118084,20.0
1422593,Joshua King,2025/2026,47,Premier League,9879,,Attacking Midfielder,M,1.0,2.47,2.65,1304.0,16.0,43.2,19.0,30.0,0.0,76.0,49.7,3.0,13.6,1.0,2.2752511613070965,2.5511166062206025,19.0,0.0,0.21110438834875822,0.102527685463428,7.0
660301,Donyell Malen,2025/2026,47,Premier League,10252,,Striker,F,4.0,4.07,2.93,645.0,8.0,40.0,13.0,6.0,0.0,21.0,36.8,3.0,30.0,4.0,3.9551935866475088,2.849870160222053,22.0,0.0,0.19853508099913592,0.118641547858715,5.0
952322,Brenden Aaronson,2025/2026,47,Premier League,8463,,Right Winger,,4.0,4.55,4.5,2465.0,31.0,36.9,74.0,51.0,0.0,156.0,40.1,24.0,33.3,3.0,3.7755565531551842,3.7729947343468675,28.0,1.0,0.9352409811690455,0.8261345103383061,19.0
734042,Kyle Walker-Peters,2025/2026,47,Premier League,8654,,Right Back,,1.0,1.13,1.04,1380.0,16.0,66.7,17.0,25.0,0.0,97.0,60.2,12.0,38.7,1.0,1.1564304623752837,1.1568422168493273,5.0,0.0,0.0,0.0,0.0
933768,Curtis Jones,2025/2026,47,Premier League,8650,,Defensive Midfielder,,1.0,2.77,2.52,1929.0,22.0,64.7,23.0,29.0,0.0,102.0,50.7,11.0,28.9,1.0,2.441428288817407,1.9131999164819717,15.0,0.0,0.33831084519624743,0.6603499613702293,8.0
956683,Ryan Gravenberch,2025/2026,47,Premier League,8650,,Defensive Midfielder,,5.0,1.9,3.09,2996.0,32.0,58.2,26.0,42.0,0.0,160.0,56.3,27.0,55.1,2.0,0.7985516004264349,1.826378047466279,8.0,3.0,1.1153459697961803,1.2618569340556864,30.0
794253,Justin Kluivert,2025/2026,47,Premier League,8678,,Attacking Midfielder,M,2.0,2.32,0.7,951.0,11.0,42.3,15.0,10.0,0.0,37.0,31.9,6.0,20.7,1.0,1.836971964687109,0.388839602470398,6.0,1.0,0.4829595796763893,0.321973845362663,11.0
1022649,Dan Ndoye,2025/2026,47,Premier League,10203,,Right Winger,,1.0,1.06,0.94,1176.0,13.0,39.4,19.0,22.0,0.0,69.0,46.3,11.0,44.0,1.0,0.893746227025985,0.8872375264763825,10.0,0.0,0.16574987210333342,0.050419308245182,5.0
1203665,Alejandro Garnacho,2025/2026,47,Premier League,8455,,Left Winger,,1.0,3.45,1.99,1268.0,14.0,35.9,12.0,23.0,0.0,55.0,44.7,3.0,18.8,1.0,3.016788864508272,1.9859357140958298,24.0,0.0,0.3941043615341189,0.0,9.0
1096353,Cole Palmer,2025/2026,47,Premier League,8455,,Attacking Midfielder,M,10.0,10.56,10.06,1965.0,22.0,32.8,35.0,37.0,0.0,84.0,44.2,,,9.0,9.007970473030209,8.120023779571058,34.0,1.0,1.5961476741358638,1.7695320267230268,30.0
1233655,Alex Scott,2025/2026,47,Premier League,8678,,Defensive Midfielder,,3.0,3.81,2.68,2859.0,29.0,55.8,26.0,60.0,0.0,185.0,55.6,37.0,54.4,2.0,2.6740253735333677,1.9658262431621547,16.0,1.0,1.1746786385774612,0.6843835245817904,28.0
886016,Kiernan Dewsbury-Hall,2025/2026,47,Premier League,8668,,Attacking Midfielder,M,8.0,4.31,4.82,2635.0,27.0,54.0,49.0,48.0,0.0,147.0,50.5,21.0,45.7,8.0,3.663225129246712,4.395574852824212,26.0,0.0,0.5357506126165386,0.2951982356607914,13.0
1021929,Jacob Ramsey,2025/2026,47,Premier League,10261,,Central Midfielder,M,2.0,1.19,1.16,1444.0,15.0,50.0,13.0,14.0,0.0,79.0,54.9,9.0,42.9,1.0,0.8882325422018763,0.9019700735807421,11.0,1.0,0.29853348247706896,0.2570328339934345,5.0
1258092,William Osula,2025/2026,47,Premier League,10261,,Striker,F,7.0,4.29,6.08,811.0,8.0,50.0,13.0,16.0,0.0,39.0,34.8,9.0,24.3,6.0,3.4611057173460726,5.34239886701107,18.0,1.0,0.8239976540207865,0.625146791338921,5.0
184321,Callum Wilson,2025/2026,47,Premier League,8654,,Striker,F,7.0,7.66,6.84,1243.0,13.0,48.1,21.0,14.0,0.0,50.0,34.0,19.0,29.7,5.0,7.182179244235161,6.091587774455547,32.0,2.0,0.6049837917089466,0.8819708526134492,6.0
789502,Morgan Gibbs-White,2025/2026,47,Premier League,10203,,Attacking Midfielder,M,15.0,10.84,12.89,3110.0,30.0,47.6,37.0,41.0,1.0,130.0,40.4,41.0,35.0,13.0,9.780863957518342,9.998194575309753,55.0,2.0,1.3083431813865898,2.9173113591969013,28.0
1128965,Charly Alcaraz,2025/2026,47,Premier League,8668,,Attacking Midfielder,M,0.0,1.24,0.57,685.0,7.0,46.7,9.0,12.0,0.0,46.0,45.1,14.0,45.2,0.0,0.98575013782829,0.7314038798213013,13.0,0.0,0.24879206158220768,0.0,7.0
1177358,Adrien Truffert,2025/2026,47,Premier League,8678,,Left Back,,1.0,1.36,1.58,3380.0,33.0,45.2,24.0,32.0,0.0,212.0,53.1,44.0,44.9,1.0,0.9296195805072788,1.427539974451065,7.0,0.0,0.33060665987432003,0.1168023273348809,9.0
1368654,Chemsdine Talbi,2025/2026,47,Premier League,8472,,Right Winger,,4.0,2.13,3.83,1561.0,16.0,44.4,11.0,1.0,0.0,29.0,31.9,1.0,7.1,2.0,1.8896017521619792,2.7223529517650613,16.0,2.0,0.24243555124849062,1.1150981634855277,9.0
1078788,Neco Williams,2025/2026,47,Premier League,10203,,Left Back,,2.0,1.97,2.99,3206.0,31.0,43.7,28.0,52.0,0.0,216.0,56.0,39.0,50.0,1.0,1.08655459061265,1.4753396809101096,17.0,1.0,0.7790074208751321,1.5474108867347225,29.0
1050166,Anthony Elanga,2025/2026,47,Premier League,10261,,Right Winger,,0.0,1.67,0.71,1313.0,13.0,31.0,18.0,25.0,0.0,65.0,42.5,13.0,37.1,0.0,1.453109334222973,0.390788525342941,12.0,0.0,0.2213249821215867,0.3187508732080458,5.0
1250253,Dango Ouattara,2025/2026,47,Premier League,9937,,Right Winger,,7.0,7.72,6.84,2279.0,23.0,28.8,31.0,39.0,5.0,138.0,42.5,52.0,48.6,7.0,7.419155618175864,6.388091273605824,44.0,0.0,0.6058635096997023,0.4584807325154543,12.0
655575,Jacob Bruun Larsen,2025/2026,47,Premier League,8191,,Left Winger,,0.0,1.38,0.88,1023.0,10.0,28.6,11.0,,0.0,33.0,35.9,11.0,39.3,0.0,0.9474475737661124,0.476358085870743,8.0,0.0,0.4244711324572562,0.4031589645892386,9.0
1113903,Liam Delap,2025/2026,47,Premier League,8455,,Striker,F,1.0,4.47,2.96,1102.0,10.0,76.9,22.0,19.0,1.0,59.0,39.1,25.0,42.4,1.0,4.209015674889089,2.608680488541723,31.0,0.0,0.2582982797175646,0.35190381482243527,5.0
1105912,Riccardo Calafiori,2025/2026,47,Premier League,9825,,Left Back,,1.0,3.34,2.32,1707.0,16.0,66.7,10.0,10.0,0.0,104.0,56.5,48.0,62.3,1.0,2.9118117671459895,2.1463766247034064,22.0,0.0,0.4262225246056916,0.171177700161934,10.0
1359649,Noah Sadiki,2025/2026,47,Premier League,8472,,Central Midfielder,M,0.0,1.46,0.75,2894.0,27.0,61.4,25.0,40.0,0.0,123.0,53.5,11.0,36.7,0.0,1.269694996997714,0.49815548211336164,12.0,0.0,0.23419974744319919,0.25417336821556097,6.0
1107280,Pape Sarr,2025/2026,47,Premier League,8586,,Central Midfielder,M,2.0,1.72,2.01,1391.0,13.0,59.1,18.0,13.0,0.0,86.0,45.7,27.0,41.5,2.0,1.486124601215123,1.9341686740517618,9.0,0.0,0.22637021634727716,0.14669277146458579,8.0
1356312,Mateus Fernandes,2025/2026,47,Premier League,8654,,Central Midfielder,M,3.0,2.0,1.73,3024.0,28.0,58.3,32.0,49.0,0.0,199.0,55.4,19.0,48.7,2.0,1.174450397491456,1.4243573844432833,8.0,1.0,0.8158212434500448,0.2783858478069301,20.0
1302005,Igor Thiago,2025/2026,47,Premier League,9937,,Striker,F,22.0,20.57,20.06,3284.0,29.0,54.7,42.0,26.0,0.0,203.0,38.7,112.0,38.5,22.0,20.32138425519168,19.79078094288707,80.0,0.0,0.2425178755074739,0.0,4.0
650616,Mathias Jensen,2025/2026,47,Premier League,9937,,Defensive Midfielder,,3.0,2.27,1.89,2252.0,19.0,54.3,25.0,15.0,0.0,83.0,41.7,8.0,27.6,1.0,1.4091968871653087,1.2375524863600724,9.0,2.0,0.8754502739757296,0.6542878448963168,20.0
