fotmob_player_id,sportsapi_player_id,player_name,team_name,tournament_id,season_id,mid_third_ratio,final_third_ratio,sample_points,generated_at
426880,280439,Maxwel Cornet,,23,76457,31,69,80,2026-08-07T08:33:49.752715+00:00
720649,829581,Nicholas Pierini,,23,76457,47,53,103,2026-08-07T08:33:52.028501+00:00
952325,1029456,Faris Moumbagna,,23,76457,44,56,34,2026-08-07T08:33:56.365721+00:00
1212630,962364,Lorenzo Lucca,,23,76457,42,58,165,2026-08-07T08:34:00.676720+00:00
1308892,1155571,Iker Bravo,,23,76457,40,60,75,2026-08-07T08:34:02.911752+00:00
951743,865651,Giacomo Raspadori,,23,76457,44,56,408,2026-08-07T08:34:05.033643+00:00
1554575,1520771,Francesco Camarda,,23,76457,49,51,238,2026-08-07T08:34:06.650890+00:00
1775258,1152477,Ioan Vermesan,,23,76457,33,67,42,2026-08-07T08:34:08.736052+00:00
822589,856065,Pontus Almqvist,,23,76457,47,53,204,2026-08-07T08:34:13.419465+00:00
1159233,1031548,Alieu Fadera,,23,76457,51,49,526,2026-08-07T08:34:15.933055+00:00
888745,877835,Nicolas-Gerrit Kühn,,23,76457,42,58,330,2026-08-07T08:34:17.609528+00:00
1039403,984998,Santiago Pierotti,,23,76457,53,47,1090,2026-08-07T08:34:20.548206+00:00
846761,856737,Zakaria Aboukhlal,,23,76457,47,53,277,2026-08-07T08:34:23.302183+00:00
1305763,1152386,Rafiu Durosinmi,,23,76457,51,49,207,2026-08-07T08:34:25.517606+00:00
1146500,1017649,Matteo Cancellieri,,23,76457,52,48,760,2026-08-07T08:34:28.221027+00:00
1460253,1486729,Nesta Elphege,,23,76457,44,56,115,2026-08-07T08:34:33.004638+00:00
837341,875136,Noa Lang,,23,76457,41,59,379,2026-08-07T08:34:35.287410+00:00
1130691,1019442,Kamaldeen Sulemana,,23,76457,43,57,557,2026-08-07T08:34:37.833805+00:00
644738,796455,Vakoun Issouf Bayo,,23,76457,49,51,229,2026-08-07T08:34:42.317280+00:00
1003368,888219,Junior Messias,,23,76457,51,49,452,2026-08-07T08:34:44.764555+00:00
1861022,1615784,Yael Trepy,,23,76457,22,78,49,2026-08-07T08:34:47.035311+00:00
1669628,1613917,Jeff Ekhator,,23,76457,47,53,389,2026-08-07T08:34:49.588053+00:00
801213,605374,Tete Morente,,23,76457,43,57,432,2026-08-07T08:34:51.959249+00:00
982617,983601,Kieron Bowie,,23,76457,46,54,475,2026-08-07T08:34:54.285405+00:00
414245,294597,Federico Bernardeschi,,23,76457,51,49,722,2026-08-07T08:34:59.530098+00:00
309726,220223,Andrea Belotti,,23,76457,56,44,89,2026-08-07T08:35:01.660645+00:00
793048,850971,Manuel De Luca,,23,76457,33,67,15,2026-08-07T08:35:03.541456+00:00
920861,928295,Adrian Benedyczak,,23,76457,42,58,170,2026-08-07T08:35:05.891433+00:00
541555,293581,Mattia Zaccagni,,23,76457,53,47,946,2026-08-07T08:35:10.178859+00:00
116555,38162,Duván Zapata,,23,76457,48,52,461,2026-08-07T08:35:12.732036+00:00
933817,893640,Riccardo Sottil,,23,76457,37,63,471,2026-08-07T08:35:15.153200+00:00
1072054,970928,Daniel Maldini,,23,76457,47,53,516,2026-08-07T08:35:17.584460+00:00
862616,887766,Edon Zhegrova,,23,76457,27,73,361,2026-08-07T08:35:19.833491+00:00
424614,309156,Caleb Ekuban,,23,76457,44,56,385,2026-08-07T08:35:24.316248+00:00
1030646,979479,Gennaro Borrelli,,23,76457,57,43,531,2026-08-07T08:35:26.936489+00:00
557396,1138856,Adam Buksa,,23,76457,61,39,374,2026-08-07T08:35:32.201334+00:00
1078113,917485,Walid Cheddira,,23,76457,47,53,489,2026-08-07T08:35:34.702435+00:00
1113694,1065261,Jonathan Rowe,,23,76457,43,57,826,2026-08-07T08:35:37.344689+00:00
994403,877037,Cyril Ngonge,,23,76457,48,52,495,2026-08-07T08:35:39.081527+00:00
954092,892141,Santiago Giménez,,23,76457,41,59,273,2026-08-07T08:35:41.290997+00:00
823658,877013,Valentín Castellanos,,23,76457,48,52,267,2026-08-07T08:35:45.847576+00:00
1320863,1069560,Antonio Vergara,,23,76457,52,48,357,2026-08-07T08:35:47.998166+00:00
161328,45925,Stephan El Shaarawy,,23,76457,51,49,447,2026-08-07T08:35:50.403602+00:00
740161,831290,David Okereke,,23,76457,45,55,191,2026-08-07T08:35:54.454674+00:00
