playerId,playerName,minutes,groundRawWins,aerialRawWins,groundRawWinsPer90,aerialRawWinsPer90,groundWeightedWins,aerialWeightedWins,groundWeightedWinsPer90,aerialWeightedWinsPer90,groundBoxDuelsWon,aerialBoxDuelsWon,boxDuelsWon,groundWinsByCell,aerialWinsByCell,existingGroundRank,newGroundRank,existingAerialRank,newAerialRank,existingOverallRank,newOverallRank,groundRankDelta,aerialRankDelta,overallRankDelta
5487,Antoine Griezmann,70.48,1,2,1.2769,2.5538,1.0,2.0,1.2769,2.5538,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":1,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":1,""d3l5"":1,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",10,10,8,9,10,11,0,-1,-1
20572,Cristian Gabriel Romero,120.0,1,4,0.75,3.0,1.0,4.0,0.75,3.0,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":1,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":2,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":2,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",14,14,6,6,11,12,0,0,-1
8217,Kingsley Coman,49.52,2,0,3.6351,0.0,2.0,0.0,3.6351,0.0,0,0,0,"{""d1l1"":1,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":1,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",4,4,21,21,13,13,0,0,0
10481,Aurélien Djani Tchouaméni,120.0,1,3,0.75,2.25,1.0,3.0,0.75,2.25,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":1,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":1,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":1,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":1,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",14,14,9,10,14,14,0,-1,0
4445,Jules Koundé,120.0,3,1,2.25,0.75,3.0,1.0,2.25,0.75,0,0,0,"{""d1l1"":2,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":1,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":1,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",8,8,18,19,14,14,0,-1,0
7797,Rodrigo Javier De Paul,101.62,0,1,0.0,0.8857,0.0,3.0,0.0,2.657,0,1,1,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":1,""d6l4"":0,""d6l5"":0}",17,17,15,8,22,16,0,7,6
27886,Alexis Mac Allister,115.37,1,2,0.7801,1.5602,1.0,2.0,0.7801,1.5602,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":1,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":1,""d3l4"":1,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",12,12,11,12,16,17,0,-1,-1
3090,Nicolás Hernán Otamendi,120.0,0,3,0.0,2.25,0.0,3.0,0.0,2.25,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":1,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":1,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":1,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",17,17,9,10,17,18,0,-1,-1
5503,Lionel Andrés Messi Cuccittini,119.87,1,1,0.7508,0.7508,1.0,1.0,0.7508,0.7508,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":1,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":1,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",13,13,17,18,18,19,0,-1,-1
8519,Dayotchanculle Upamecano,120.0,1,1,0.75,0.75,1.0,1.0,0.75,0.75,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":1,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":1,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",14,14,18,19,19,20,0,-1,-1
6704,Theo Bernard François Hernández,70.45,0,1,0.0,1.2775,0.0,1.0,0.0,1.2775,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":1,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",17,17,13,14,20,21,0,-1,-1
3009,Kylian Mbappé Lottin,120.0,0,1,0.0,0.75,0.0,1.5,0.0,1.125,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":1,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",17,17,18,15,24,22,0,3,2
3026,Adrien Rabiot,95.17,0,1,0.0,0.9457,0.0,1.0,0.0,0.9457,0,0,0,"{""d1l1"":0,""d1l2"":0,""d1l3"":0,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}","{""d1l1"":0,""d1l2"":0,""d1l3"":1,""d1l4"":0,""d1l5"":0,""d2l1"":0,""d2l2"":0,""d2l3"":0,""d2l4"":0,""d2l5"":0,""d3l1"":0,""d3l2"":0,""d3l3"":0,""d3l4"":0,""d3l5"":0,""d4l1"":0,""d4l2"":0,""d4l3"":0,""d4l4"":0,""d4l5"":0,""d5l1"":0,""d5l2"":0,""d5l3"":0,""d5l4"":0,""d5l5"":0,""d6l1"":0,""d6l2"":0,""d6l3"":0,""d6l4"":0,""d6l5"":0}",17,17,14,16,21,23,0,-2,-2
